X1,surveyID,P_type,verif_ans,P_sentence,clear_responses,ispo
1637,m5upgrz820200113,DOC,y,The bartender handed the customer the cocktail.,The man handed his hat to the clown.,0
1638,m5upgrz820200113,POI,n,The researcher gave the detailed results to them experienced surgeon.,The sailor gave his teapot to the soldier.,1
1639,m5upgrz820200113,DOC,y,The teacher handed the student the certificate.,The boy's handing a guitar to the musician.,1
1640,m5upgrz820200113,POC,y,The travel agent gave the last ticket to the young fan.,The boy's giving the valentine to the girl.,1
1641,m77dce3920200208,DOC,y,The teacher handed the student the certificate.,He hands the guitar to the singer.,1
1642,m77dce3920200208,POC,y,The travel agent gave the last ticket to the young fan.,He gives her the card.,0
1643,m77dce3920200208,DOI,n,The disgruntled employee gave the manager them long letter.,The officer is giving a ticket.,1
1644,m77dce3920200208,POC,y,The mother gave the expensive toy to the hungry toddler.,She gives the cane to the chef.,1
1645,m77dce3920200208,DOI,n,The captain gave the old sailor they spare life jacket.,They gave him a cake.,0
1646,m77dce3920200208,POI,n,The eager boyfriend handed the box of flowers to them girlfriend.,She is handing him the plate.,0
1647,m77dce3920200208,DOC,y,The happy child showed her father the coloring book.,He is showing the gun.,0
1648,m77dce3920200208,POC,y,The architect showed the model of the building to the architect.,She is showing him the dress.,0
1649,m77dce3920200208,DOI,n,The photographer showed the editor them finished proofs.,He is showing them the car.,0
1650,m77dce3920200208,POC,y,The mean neighbor handed a nasty note to the woman next door.,She handed him a menu.,0
1651,m77dce3920200208,DOC,y,The fashion designer gave the famous journalist the pink jacket.,The nurse is giving him medicine.,0
1652,m77dce3920200208,POC,y,The good looking bartender handed free drinks to the girls at the bar.,She is handing him the letter.,0
1653,m77dce3920200208,DOC,y,The woman gave the new neighbor the rusty bike.,He is giving her a gift.,0
1654,m77dce3920200208,POI,n,The swimmer handed the towel to they driver.,She is handing him the brush.,0
1655,m77dce3920200208,DOI,n,The secretary handed the manager they invoice.,The librarian handed him the book.,0
1656,m77dce3920200208,POI,n,The builder showed the blueprints to they new client.,They are showing her the drawing.,0
1657,m77dce3920200208,DOC,y,The bartender handed the customer the cocktail.,He handed his hat to the clown.,1
1658,m77dce3920200208,POI,n,The researcher gave the detailed results to them experienced surgeon.,The sailor gave the teapot.,1
1659,m77dce3920200208,DOI,n,The spy handed the double agent them submarine blueprints.,She hands the tool to the doctor.,1
1660,m77dce3920200208,POI,n,The millionaire gave the valuable painting to they struggling artist.,She gave the teacher flowers.,0
1661,mjkg31a820201102,DOI,n,The photographer showed the editor them finished proofs.,The man showed his car off to the couple,NA
1662,mjkg31a820201102,POC,y,The travel agent gave the last ticket to the young fan.,The boy gave a love letter,1
1663,mjkg31a820201102,DOC,y,The woman gave the new neighbor the rusty bike.,A dad gave a present to his daughter,1
1664,mjkg31a820201102,POI,n,The eager boyfriend handed the box of flowers to them girlfriend.,She handed him a ring,0
1665,mjkg31a820201102,DOC,y,The teacher handed the student the certificate.,The boy handed the man his guitar,0
1666,mjkg31a820201102,POC,y,The good looking bartender handed free drinks to the girls at the bar.,The girl handed a marker to the boy,1
1667,mjkg31a820201102,DOI,n,The secretary handed the manager they invoice.,She handed him his book,0
1668,mjkg31a820201102,POC,y,The mother gave the expensive toy to the hungry toddler.,She gave the cook his cane back,0
1669,mjkg31a820201102,DOI,n,The spy handed the double agent them submarine blueprints.,Her hand was on the stethoscope,NA
1670,mjkg31a820201102,POC,y,The architect showed the model of the building to the architect.,She showed her boyfriend her new dress,0
1671,mjkg31a820201102,DOI,n,The captain gave the old sailor they spare life jacket.,She gave him a birthday cake,0
1672,mjkg31a820201102,POI,n,The builder showed the blueprints to they new client.,The kids showed their painting,1
1673,mjkg31a820201102,DOC,y,The happy child showed her father the coloring book.,The man showed his tool,1
1674,mjkg31a820201102,POI,n,The millionaire gave the valuable painting to they struggling artist.,The student gave flowers to her teacher,1
1675,mjkg31a820201102,DOC,y,The bartender handed the customer the cocktail.,He handed the clown his hat,0
1676,mjkg31a820201102,POC,y,The mean neighbor handed a nasty note to the woman next door.,She handed the customer a menu,0
1677,mjkg31a820201102,DOI,n,The disgruntled employee gave the manager them long letter.,The police officer gave the driver a ticket,0
1678,mjkg31a820201102,POI,n,The swimmer handed the towel to they driver.,She handed him the painting brush,0
1679,mjkg31a820201102,DOC,y,The fashion designer gave the famous journalist the pink jacket.,She gave him medication,0
1680,mjkg31a820201102,POI,n,The researcher gave the detailed results to them experienced surgeon.,The sailor gave the solider some tea,0
1681,mlw4ef5020200128,DOI,n,The spy handed the double agent them submarine blueprints.,the nurse hands the doctor something,0
1682,mlw4ef5020200128,POI,n,The researcher gave the detailed results to them experienced surgeon.,the sailors gives the soldier a teapot,0
1683,mlw4ef5020200128,DOC,y,The happy child showed her father the coloring book.,the attorney shows the judge some evidence,0
1684,mlw4ef5020200128,POI,n,The builder showed the blueprints to they new client.,the students show their teacher a picture,0
1685,mlw4ef5020200128,DOC,y,The fashion designer gave the famous journalist the pink jacket.,the nurse gives medicine to the patient,0
1686,mlw4ef5020200128,POC,y,The mother gave the expensive toy to the hungry toddler.,the waitress gives the chef a cane,0
1687,mlw4ef5020200128,DOC,y,The woman gave the new neighbor the rusty bike.,the father gives his daughter a gift,0
1688,mlw4ef5020200128,POC,y,The travel agent gave the last ticket to the young fan.,the boy gives a girl a valentines gift,0
1689,mlw4ef5020200128,DOI,n,The disgruntled employee gave the manager them long letter.,the officer gives the man a ticket,0
1690,mlw4ef5020200128,POI,n,The millionaire gave the valuable painting to they struggling artist.,the little girl gives flowers to her mother,1
1691,mlw4ef5020200128,DOC,y,The teacher handed the student the certificate.,the musician is handed his guitar,NA
1692,mlw4ef5020200128,POI,n,The eager boyfriend handed the box of flowers to them girlfriend.,the girl hands the boy the frisbee,0
1693,mlw4ef5020200128,DOI,n,The captain gave the old sailor they spare life jacket.,they give their coworker a birthday cake,0
1694,mlw4ef5020200128,POC,y,The good looking bartender handed free drinks to the girls at the bar.,the girl hands the boy supplies,0
1695,mlw4ef5020200128,DOI,n,The secretary handed the manager they invoice.,the librarian hands the boy a book,0
1696,mlw4ef5020200128,POI,n,The swimmer handed the towel to they driver.,the painter is handed a paint brush,NA
1697,mlw4ef5020200128,DOC,y,The bartender handed the customer the cocktail.,the clown is handed a hat,NA
1698,mlw4ef5020200128,POC,y,The mean neighbor handed a nasty note to the woman next door.,the waitress hands a menu to the customer,1
1699,mlw4ef5020200128,DOI,n,The photographer showed the editor them finished proofs.,customers are showed a new car,NA
1700,mlw4ef5020200128,POC,y,The architect showed the model of the building to the architect.,the customer is showed a dress,NA
1701,mzbmhmq820201113,DOI,n,The captain gave the old sailor they spare life jacket.,she gives a cake,0
1702,mzbmhmq820201113,POI,n,The millionaire gave the valuable painting to they struggling artist.,the girl gives the flowers,0
1703,mzbmhmq820201113,DOC,y,The fashion designer gave the famous journalist the pink jacket.,the nurse gives medication,0
1704,mzbmhmq820201113,POI,n,The researcher gave the detailed results to them experienced surgeon.,the sailor gives the soldier a teapot,0
1705,mzbmhmq820201113,DOI,n,The spy handed the double agent them submarine blueprints.,the nurse handed the doctor the stethoscope,0
1706,mzbmhmq820201113,POC,y,The mother gave the expensive toy to the hungry toddler.,the lady gave the cook the cane,0
1707,mzbmhmq820201113,DOI,n,The photographer showed the editor them finished proofs.,the salesman showed off the car,NA
1708,mzbmhmq820201113,POC,y,The good looking bartender handed free drinks to the girls at the bar.,the girl handed him the letter k,0
1709,mzbmhmq820201113,DOC,y,The happy child showed her father the coloring book.,he showed him the gun,0
1710,mzbmhmq820201113,POC,y,The architect showed the model of the building to the architect.,she showed him the dress,0
1711,mzbmhmq820201113,DOC,y,The bartender handed the customer the cocktail.,the man handed the clown a hat,0
1712,mzbmhmq820201113,POI,n,The builder showed the blueprints to they new client.,they showed her the picture,0
1713,mzbmhmq820201113,DOI,n,The disgruntled employee gave the manager them long letter.,the officer gave him a ticket,0
1714,mzbmhmq820201113,POI,n,The swimmer handed the towel to they driver.,she handed him the brush,0
1715,mzbmhmq820201113,DOI,n,The secretary handed the manager they invoice.,the librarian handed off the book,NA
1716,mzbmhmq820201113,POI,n,The eager boyfriend handed the box of flowers to them girlfriend.,she handed him the frisbee,0
1717,mzbmhmq820201113,DOC,y,The woman gave the new neighbor the rusty bike.,he gave her a present,0
1718,mzbmhmq820201113,POC,y,The mean neighbor handed a nasty note to the woman next door.,she handed him the menu,0
1719,mzbmhmq820201113,DOC,y,The teacher handed the student the certificate.,they handed him the guitar,0
1720,mzbmhmq820201113,POC,y,The travel agent gave the last ticket to the young fan.,he gave her a heart,0
1721,n10np7qf20200307,DOI,n,The disgruntled employee gave the manager them long letter.,The officer gives the man a ticket.,0
1722,n10np7qf20200307,POC,y,The travel agent gave the last ticket to the young fan.,She gives the woman a valentine.,0
1723,n10np7qf20200307,DOI,n,The secretary handed the manager they invoice.,The clerk hands him the book.,0
1724,n10np7qf20200307,POI,n,The researcher gave the detailed results to them experienced surgeon.,The sailor gives the soldier a teapot.,0
1725,n10np7qf20200307,DOC,y,The woman gave the new neighbor the rusty bike.,He gives her a present.,0
1726,n10np7qf20200307,POC,y,The architect showed the model of the building to the architect.,She showed him the dress.,0
1727,n10np7qf20200307,DOC,y,The happy child showed her father the coloring book.,The man showed him the object.,0
1728,n10np7qf20200307,POI,n,The builder showed the blueprints to they new client.,The kids showed her their picture.,0
1729,n10np7qf20200307,DOC,y,The bartender handed the customer the cocktail.,He handed his hat to the clown.,1
1730,n10np7qf20200307,POI,n,The eager boyfriend handed the box of flowers to them girlfriend.,She handed him the disk.,0
1731,n10np7qf20200307,DOC,y,The fashion designer gave the famous journalist the pink jacket.,She gives him soup.,0
1732,n10np7qf20200307,POI,n,The millionaire gave the valuable painting to they struggling artist.,She gives the woman flowers.,0
1733,n10np7qf20200307,DOI,n,The spy handed the double agent them submarine blueprints.,She hands him the stethoscope.,0
1734,n10np7qf20200307,POC,y,The mean neighbor handed a nasty note to the woman next door.,She hands him a menu.,0
1735,n10np7qf20200307,DOI,n,The photographer showed the editor them finished proofs.,The salesman showed them the car.,0
1736,n10np7qf20200307,POC,y,The good looking bartender handed free drinks to the girls at the bar.,She handed the scissors to the worker.,1
1737,n10np7qf20200307,DOC,y,The teacher handed the student the certificate.,She handed him the guitar.,0
1738,n10np7qf20200307,POC,y,The mother gave the expensive toy to the hungry toddler.,She handed him the cane.,0
1739,n10np7qf20200307,DOI,n,The captain gave the old sailor they spare life jacket.,She gives her mother a cake.,0
1740,n10np7qf20200307,POI,n,The swimmer handed the towel to they driver.,She handed him a paintbrush.,0
1741,nll42gx020201125,DOC,y,The teacher handed the student the certificate.,he hands the man the guitar.,0
1742,nll42gx020201125,POI,n,The builder showed the blueprints to they new client.,the kids show the picture to the teacher.,1
1743,nll42gx020201125,DOI,n,The captain gave the old sailor they spare life jacket.,they give grandma the cake.,0
1744,nll42gx020201125,POC,y,The travel agent gave the last ticket to the young fan.,he gives his gift to her.,1
1745,nll42gx020201125,DOI,n,The secretary handed the manager they invoice.,he hands the customer a book.,0
1746,nll42gx020201125,POC,y,The architect showed the model of the building to the architect.,she shows him the dress.,0
1747,nll42gx020201125,DOI,n,The photographer showed the editor them finished proofs.,he shows them the car.,0
1748,nll42gx020201125,POI,n,The researcher gave the detailed results to them experienced surgeon.,the sailor gives the teapot to the soldier.,1
1749,nll42gx020201125,DOC,y,The woman gave the new neighbor the rusty bike.,he gives the gift to her.,1
1750,nll42gx020201125,POC,y,The mother gave the expensive toy to the hungry toddler.,she gives him the cane.,0
1751,nll42gx020201125,DOC,y,The fashion designer gave the famous journalist the pink jacket.,she gives him the food.,0
1752,nll42gx020201125,POI,n,The millionaire gave the valuable painting to they struggling artist.,she gives flowers to the teacher.,1
1753,nll42gx020201125,DOI,n,The spy handed the double agent them submarine blueprints.,she hands the materials to the doctor.,0
1754,nll42gx020201125,POI,n,The swimmer handed the towel to they driver.,she hands him the paintbrush.,0
1755,nll42gx020201125,DOC,y,The happy child showed her father the coloring book.,he shows the judge his evidence.,0
1756,nll42gx020201125,POC,y,The mean neighbor handed a nasty note to the woman next door.,she hands him a menu.,0
1757,nll42gx020201125,DOI,n,The disgruntled employee gave the manager them long letter.,he gives the officer his ID.,0
1758,nll42gx020201125,POC,y,The good looking bartender handed free drinks to the girls at the bar.,she hands him the scissors.,0
1759,nll42gx020201125,DOC,y,The bartender handed the customer the cocktail.,he hands the hat to the clown.,1
1760,nll42gx020201125,POI,n,The eager boyfriend handed the box of flowers to them girlfriend.,she hands the ring to him.,1
1761,nmflx2le20200308,DOI,n,The disgruntled employee gave the manager them long letter.,Police officers give people speeding tickets,0
1762,nmflx2le20200308,POC,y,The mean neighbor handed a nasty note to the woman next door.,The waitress hands the customer a menu,0
1763,nmflx2le20200308,DOI,n,The captain gave the old sailor they spare life jacket.,The parents give him a cake on his birthday.,0
1764,nmflx2le20200308,POC,y,The architect showed the model of the building to the architect.,She showed him her outfit,0
1765,nmflx2le20200308,DOC,y,The teacher handed the student the certificate.,The worker handed the guitar to the musician,1
1766,nmflx2le20200308,POC,y,The good looking bartender handed free drinks to the girls at the bar.,The student handed her classmate a piece of chalk.,0
1767,nmflx2le20200308,DOC,y,The fashion designer gave the famous journalist the pink jacket.,The doctors gives the patient his medicine,0
1768,nmflx2le20200308,POC,y,The travel agent gave the last ticket to the young fan.,The boy gave his crush a valentines.,0
1769,nmflx2le20200308,DOC,y,The happy child showed her father the coloring book.,The witness showed the judge the weapon,0
1770,nmflx2le20200308,POI,n,The swimmer handed the towel to they driver.,The girl handed the painter his brush.,0
1771,nmflx2le20200308,DOC,y,The woman gave the new neighbor the rusty bike.,The man gave his daughter a present,0
1772,nmflx2le20200308,POI,n,The builder showed the blueprints to they new client.,The students showed their teacher their painting,0
1773,nmflx2le20200308,DOI,n,The secretary handed the manager they invoice.,The librarian handed the student a book,0
1774,nmflx2le20200308,POI,n,The millionaire gave the valuable painting to they struggling artist.,the student gave her teacher flowers,0
1775,nmflx2le20200308,DOI,n,The photographer showed the editor them finished proofs.,The owner of the car shows customers the car,0
1776,nmflx2le20200308,POI,n,The researcher gave the detailed results to them experienced surgeon.,The sailor gives the an a teapot,0
1777,nmflx2le20200308,DOC,y,The bartender handed the customer the cocktail.,the man handed the clown the hat,0
1778,nmflx2le20200308,POC,y,The mother gave the expensive toy to the hungry toddler.,the waitress gave the worker a cane,0
1779,nmflx2le20200308,DOI,n,The spy handed the double agent them submarine blueprints.,the nurse handed the doctor his tool,0
1780,nmflx2le20200308,POI,n,The eager boyfriend handed the box of flowers to them girlfriend.,the girl handed him the frisbee,0
1781,nn8l7htm20200208,DOI,n,The disgruntled employee gave the manager them long letter.,police issues driver a ticket,0
1782,nn8l7htm20200208,POC,y,The mother gave the expensive toy to the hungry toddler.,waitress gives can to chef,0
1783,nn8l7htm20200208,DOC,y,The bartender handed the customer the cocktail.,man hands clown a hat,0
1784,nn8l7htm20200208,POI,n,The eager boyfriend handed the box of flowers to them girlfriend.,girl hands boy a Frisbee,0
1785,nn8l7htm20200208,DOI,n,The spy handed the double agent them submarine blueprints.,nurse hands doctor the stethoscope,0
1786,nn8l7htm20200208,POC,y,The mean neighbor handed a nasty note to the woman next door.,waitress hands man the menu,0
1787,nn8l7htm20200208,DOC,y,The fashion designer gave the famous journalist the pink jacket.,nurse gives man a cup,0
1788,nn8l7htm20200208,POI,n,The researcher gave the detailed results to them experienced surgeon.,sailor gives solider tea,0
1789,nn8l7htm20200208,DOC,y,The happy child showed her father the coloring book.,lawyer shows judge the gun,0
1790,nn8l7htm20200208,POI,n,The builder showed the blueprints to they new client.,students show teacher a drawing,0
1791,nn8l7htm20200208,DOI,n,The photographer showed the editor them finished proofs.,salesman shows couple a car,0
1792,nn8l7htm20200208,POI,n,The millionaire gave the valuable painting to they struggling artist.,student gives teacher flowers,0
1793,nn8l7htm20200208,DOC,y,The teacher handed the student the certificate.,man hands guitar to other man,1
1794,nn8l7htm20200208,POI,n,The swimmer handed the towel to they driver.,girl hands boy paint brush,0
1795,nn8l7htm20200208,DOI,n,The captain gave the old sailor they spare life jacket.,siblings give mom cake,0
1796,nn8l7htm20200208,POC,y,The good looking bartender handed free drinks to the girls at the bar.,girl hands boy chalk,0
1797,nn8l7htm20200208,DOI,n,The secretary handed the manager they invoice.,librarian give book to child,0
1798,nn8l7htm20200208,POC,y,The architect showed the model of the building to the architect.,girl shows man dress,0
1799,nn8l7htm20200208,DOC,y,The woman gave the new neighbor the rusty bike.,dad gives daughter present,0
1800,nn8l7htm20200208,POC,y,The travel agent gave the last ticket to the young fan.,boy gives girl valentines gift,0
1801,nv62373d20200306,DOI,n,The photographer showed the editor them finished proofs.,The man is showing a car to the couple,1
1802,nv62373d20200306,POI,n,The researcher gave the detailed results to them experienced surgeon.,The sailor is giving the soldier a cup,0
1803,nv62373d20200306,DOC,y,The bartender handed the customer the cocktail.,The man hands the clown his hat,0
1804,nv62373d20200306,POI,n,The swimmer handed the towel to they driver.,the girl hands the boy a brush,0
1805,nv62373d20200306,DOC,y,The woman gave the new neighbor the rusty bike.,the man gives the girl a present,0
1806,nv62373d20200306,POC,y,The mother gave the expensive toy to the hungry toddler.,the girl is giving a cane to the chef,1
1807,nv62373d20200306,DOC,y,The fashion designer gave the famous journalist the pink jacket.,the nurse is giving the man some medicine,0
1808,nv62373d20200306,POC,y,The good looking bartender handed free drinks to the girls at the bar.,the girl hands the boy a pencil,0
1809,nv62373d20200306,DOC,y,The teacher handed the student the certificate.,the girl handed the musician his guitar,0
1810,nv62373d20200306,POI,n,The millionaire gave the valuable painting to they struggling artist.,the girl is giving the teacher some flowers,0
1811,nv62373d20200306,DOC,y,The happy child showed her father the coloring book.,the man is showing a gun to another man,1
1812,nv62373d20200306,POC,y,The architect showed the model of the building to the architect.,the girl is showing a dress to the man,1
1813,nv62373d20200306,DOI,n,The secretary handed the manager they invoice.,the girl is handing the boy a book,0
1814,nv62373d20200306,POC,y,The mean neighbor handed a nasty note to the woman next door.,the waitress hands a man the menu,0
1815,nv62373d20200306,DOI,n,The disgruntled employee gave the manager them long letter.,the officer gave the person a ticket,0
1816,nv62373d20200306,POC,y,The travel agent gave the last ticket to the young fan.,the boy gave a heart to the girl,1
1817,nv62373d20200306,DOI,n,The spy handed the double agent them submarine blueprints.,the nurse handed the doctor an item,0
1818,nv62373d20200306,POI,n,The builder showed the blueprints to they new client.,the students are showing their project to the teacher,1
1819,nv62373d20200306,DOI,n,The captain gave the old sailor they spare life jacket.,The couple gave the cake to the old lady,1
1820,nv62373d20200306,POI,n,The eager boyfriend handed the box of flowers to them girlfriend.,the girl handed a plate to the man,1
1821,o42peyga20200227,DOC,y,The teacher handed the student the certificate.,The boy hands over the guitar.,NA
1822,o42peyga20200227,POC,y,The travel agent gave the last ticket to the young fan.,The girl gives a heart to a friend.,1
1823,o42peyga20200227,DOC,y,The happy child showed her father the coloring book.,The man is showing a gun.,1
1824,o42peyga20200227,POC,y,The mean neighbor handed a nasty note to the woman next door.,The waitress hands over a menu.,NA
1825,o42peyga20200227,DOC,y,The fashion designer gave the famous journalist the pink jacket.,The doctor gives the patient food.,0
1826,o42peyga20200227,POI,n,The eager boyfriend handed the box of flowers to them girlfriend.,The girl hands over a plate.,NA
1827,o42peyga20200227,DOI,n,The secretary handed the manager they invoice.,The librarian hands over a book.,NA
1828,o42peyga20200227,POC,y,The architect showed the model of the building to the architect.,The women showed the man her dress.,0
1829,o42peyga20200227,DOC,y,The bartender handed the customer the cocktail.,The clown was handed a hat.,NA
1830,o42peyga20200227,POC,y,The mother gave the expensive toy to the hungry toddler.,The women gives the guy a cane.,0
1831,o42peyga20200227,DOI,n,The photographer showed the editor them finished proofs.,The salesmen shows a car.,1
1832,o42peyga20200227,POI,n,The swimmer handed the towel to they driver.,The girl hands the boy a brush.,0
1833,o42peyga20200227,DOI,n,The spy handed the double agent them submarine blueprints.,The nurse hands the doctor a tool.,0
1834,o42peyga20200227,POC,y,The good looking bartender handed free drinks to the girls at the bar.,The girl is handing chalk to the boy.,0
1835,o42peyga20200227,DOC,y,The woman gave the new neighbor the rusty bike.,The man gives the girl a gift.,0
1836,o42peyga20200227,POI,n,The researcher gave the detailed results to them experienced surgeon.,The sailor gives the soldier a teapot.,0
1837,o42peyga20200227,DOI,n,The disgruntled employee gave the manager them long letter.,The officer gives a ticket.,0
1838,o42peyga20200227,POI,n,The millionaire gave the valuable painting to they struggling artist.,The girl gives the teacher flowers.,0
1839,o42peyga20200227,DOI,n,The captain gave the old sailor they spare life jacket.,The lady gives the person a cake.,0
1840,o42peyga20200227,POI,n,The builder showed the blueprints to they new client.,The kids show the teacher a drawing.,0
1841,o5v23rrz20200304,DOI,n,The secretary handed the manager they invoice.,the library is going to hand the book to the child,1
1842,o5v23rrz20200304,POI,n,The builder showed the blueprints to they new client.,the children began to show their art to their teacher,1
1843,o5v23rrz20200304,DOC,y,The teacher handed the student the certificate.,the boy is about to hand the guitar to the musician,1
1844,o5v23rrz20200304,POC,y,The travel agent gave the last ticket to the young fan.,the boy will give the girl the heart,0
1845,o5v23rrz20200304,DOC,y,The bartender handed the customer the cocktail.,the man is willing to hand his hat to the clown,1
1846,o5v23rrz20200304,POI,n,The eager boyfriend handed the box of flowers to them girlfriend.,the girl will hand the ring to the boy,1
1847,o5v23rrz20200304,DOI,n,The captain gave the old sailor they spare life jacket.,the woman will give the cake to the patient,1
1848,o5v23rrz20200304,POI,n,The researcher gave the detailed results to them experienced surgeon.,the sailor is going to give the solider the teapot,0
1849,o5v23rrz20200304,DOC,y,The fashion designer gave the famous journalist the pink jacket.,the nurse continues to give the patient water,0
1850,o5v23rrz20200304,POI,n,The swimmer handed the towel to they driver.,the girl will hand the brush to the boy,1
1851,o5v23rrz20200304,DOI,n,The photographer showed the editor them finished proofs.,The car dealer will show the new car to his clients,1
1852,o5v23rrz20200304,POC,y,The mother gave the expensive toy to the hungry toddler.,the waitress will give the cane to the chef,1
1853,o5v23rrz20200304,DOC,y,The woman gave the new neighbor the rusty bike.,he does not hesitate to give his daughter a gift,0
1854,o5v23rrz20200304,POI,n,The millionaire gave the valuable painting to they struggling artist.,the student wants to give her flowers to her teacher,1
1855,o5v23rrz20200304,DOI,n,The disgruntled employee gave the manager them long letter.,the officer has to give the driver a speeding ticket,0
1856,o5v23rrz20200304,POC,y,The mean neighbor handed a nasty note to the woman next door.,the waitress tries to hand a menu to the customer,1
1857,o5v23rrz20200304,DOC,y,The happy child showed her father the coloring book.,the man attempts to show the gun to the judge,1
1858,o5v23rrz20200304,POC,y,The architect showed the model of the building to the architect.,the woman tries to show the man the dress,0
1859,o5v23rrz20200304,DOI,n,The spy handed the double agent them submarine blueprints.,the nurse will hand the doctor the item,0
1860,o5v23rrz20200304,POC,y,The good looking bartender handed free drinks to the girls at the bar.,the girl tries to hand the pencil to the boy,1
1861,o6eldlqz20200129,DOI,n,The disgruntled employee gave the manager them long letter.,The cop gives a ticket.,1
1862,o6eldlqz20200129,POI,n,The swimmer handed the towel to they driver.,The girl handed them a brush.,0
1863,o6eldlqz20200129,DOC,y,The woman gave the new neighbor the rusty bike.,The man gives a present,1
1864,o6eldlqz20200129,POI,n,The millionaire gave the valuable painting to they struggling artist.,The girl gives flowers,1
1865,o6eldlqz20200129,DOI,n,The captain gave the old sailor they spare life jacket.,The parents gives everyone a cake,0
1866,o6eldlqz20200129,POC,y,The good looking bartender handed free drinks to the girls at the bar.,She handed him a scissor,0
1867,o6eldlqz20200129,DOC,y,The happy child showed her father the coloring book.,He showed him a gun,0
1868,o6eldlqz20200129,POC,y,The architect showed the model of the building to the architect.,She's showing off,NA
1869,o6eldlqz20200129,DOI,n,The spy handed the double agent them submarine blueprints.,She gave a helping hand,1
1870,o6eldlqz20200129,POC,y,The travel agent gave the last ticket to the young fan.,She gives her something,0
1871,o6eldlqz20200129,DOC,y,The bartender handed the customer the cocktail.,He hand him a hat,0
1872,o6eldlqz20200129,POI,n,The builder showed the blueprints to they new client.,They were showing off,NA
1873,o6eldlqz20200129,DOI,n,The photographer showed the editor them finished proofs.,He's showing off his car,NA
1874,o6eldlqz20200129,POC,y,The mother gave the expensive toy to the hungry toddler.,She was giving him a cane,0
1875,o6eldlqz20200129,DOC,y,The fashion designer gave the famous journalist the pink jacket.,She gives him a treat,0
1876,o6eldlqz20200129,POC,y,The mean neighbor handed a nasty note to the woman next door.,She handed him the menu,0
1877,o6eldlqz20200129,DOC,y,The teacher handed the student the certificate.,She handed him a guitar,0
1878,o6eldlqz20200129,POI,n,The researcher gave the detailed results to them experienced surgeon.,Sailor gives a solder a teapot,0
1879,o6eldlqz20200129,DOI,n,The secretary handed the manager they invoice.,She was giving him a helping hand.,0
1880,o6eldlqz20200129,POI,n,The eager boyfriend handed the box of flowers to them girlfriend.,She gave him a helping hand.,0
1881,ob5p7xxa20201119,DOI,n,The spy handed the double agent them submarine blueprints.,The nurse hands the doctor a stethoscope.,0
1882,ob5p7xxa20201119,POI,n,The builder showed the blueprints to they new client.,The kids are showing a picture.,1
1883,ob5p7xxa20201119,DOC,y,The fashion designer gave the famous journalist the pink jacket.,She gave the patient food.,0
1884,ob5p7xxa20201119,POC,y,The travel agent gave the last ticket to the young fan.,He gives her the valentine.,0
1885,ob5p7xxa20201119,DOC,y,The woman gave the new neighbor the rusty bike.,He gave her a gift.,0
1886,ob5p7xxa20201119,POC,y,The mean neighbor handed a nasty note to the woman next door.,The server hands the man a menu.,0
1887,ob5p7xxa20201119,DOC,y,The bartender handed the customer the cocktail.,He handed the clown a hat.,0
1888,ob5p7xxa20201119,POC,y,The mother gave the expensive toy to the hungry toddler.,She is giving him a cane.,0
1889,ob5p7xxa20201119,DOI,n,The disgruntled employee gave the manager them long letter.,The officer gave him a ticket.,0
1890,ob5p7xxa20201119,POI,n,The eager boyfriend handed the box of flowers to them girlfriend.,She hands him the ring.,0
1891,ob5p7xxa20201119,DOC,y,The teacher handed the student the certificate.,He handed him the guitar.,0
1892,ob5p7xxa20201119,POC,y,The architect showed the model of the building to the architect.,She shows him the dress.,0
1893,ob5p7xxa20201119,DOI,n,The secretary handed the manager they invoice.,She handed the boy the book.,0
1894,ob5p7xxa20201119,POI,n,The millionaire gave the valuable painting to they struggling artist.,She gives her teacher flowers.,0
1895,ob5p7xxa20201119,DOI,n,The photographer showed the editor them finished proofs.,He showed the couple the car.,0
1896,ob5p7xxa20201119,POI,n,The researcher gave the detailed results to them experienced surgeon.,The sailor gave the soldier a teapot.,0
1897,ob5p7xxa20201119,DOI,n,The captain gave the old sailor they spare life jacket.,They gave her the birthday cake.,0
1898,ob5p7xxa20201119,POI,n,The swimmer handed the towel to they driver.,She hands him the paintbrush.,0
1899,ob5p7xxa20201119,DOC,y,The happy child showed her father the coloring book.,He showed the gun to the judge.,1
1900,ob5p7xxa20201119,POC,y,The good looking bartender handed free drinks to the girls at the bar.,She handed him a letter.,0
1901,ok6o9kx720200209,DOC,y,The fashion designer gave the famous journalist the pink jacket.,The nurse is giving the patient water.,0
1902,ok6o9kx720200209,POI,n,The builder showed the blueprints to they new client.,The teacher is being shown the drawing.,NA
1903,ok6o9kx720200209,DOI,n,The captain gave the old sailor they spare life jacket.,The couple is giving the woman a cake.,0
1904,ok6o9kx720200209,POI,n,The researcher gave the detailed results to them experienced surgeon.,The sailor is giving the soldier a teapot.,0
1905,ok6o9kx720200209,DOI,n,The spy handed the double agent them submarine blueprints.,The nurse is handing the doctor his tools.,0
1906,ok6o9kx720200209,POC,y,The mother gave the expensive toy to the hungry toddler.,The waitress is giving the chef the cane.,0
1907,ok6o9kx720200209,DOC,y,The happy child showed her father the coloring book.,The judge is being shown a gun,NA
1908,ok6o9kx720200209,POI,n,The millionaire gave the valuable painting to they struggling artist.,The child is giving the teacher flowers.,0
